Customer ID,Recency,Frequency,Monetary
16829,23,1,316
16830,77,3,881
16831,199,1,91
16832,63,2,218
16833,74,2,1302
16834,309,1,485
16835,8,5,1357
16836,41,2,530
16838,165,2,570
16839,4,11,5716
16840,238,2,139
16841,63,6,2136
16843,57,19,9374
16844,197,2,614
16845,253,1,253
16846,212,2,628
16847,253,1,421
16848,11,3,1130
16854,52,2,1408
16856,52,2,323
16857,77,1,352
16858,3,10,4292
16859,51,5,1184
16860,87,3,1610
16861,25,3,772
16862,182,4,662
16863,1,2,495
16864,69,2,409
16865,36,1,130
16867,324,1,76
16868,29,3,393
16870,104,1,450
16872,62,3,533
16873,64,6,7493
16874,14,1,217
16875,72,6,2139
16876,38,1,136
16880,128,1,321
16883,6,18,2119
16884,191,2,644
16885,20,1,239
16886,91,1,134
16887,35,2,465
16888,35,3,437
16889,32,3,952
16890,111,3,285
16891,6,7,1247
16892,189,2,236
16893,1,2,255
16894,137,3,1324
16895,73,4,902
16896,190,1,103
16898,3,3,507
16899,13,2,439
16901,364,1,204
16903,15,2,689
16904,2,7,1378
16905,6,11,1931
16906,63,3,869
16907,0,5,726
16908,357,1,252
16911,270,2,255
16912,56,4,1904
16913,286,2,310
16915,21,5,921
16916,7,3,547
16917,267,1,1466
16918,57,10,2144
16919,3,14,2529
16920,46,1,355
16921,77,2,276
16922,207,1,611
16923,10,13,6130
16925,175,1,125
16926,6,5,1191
16928,8,13,1265
16931,4,3,629
16932,58,2,278
16933,24,7,2618
16934,18,4,1160
16935,16,3,535
16936,20,1,288
16937,134,1,202
16938,16,5,4306
16939,123,3,449
16940,85,5,3377
16941,246,1,33
16943,174,2,482
16944,244,1,101
16945,28,14,4202
16946,18,5,1222
16947,97,4,548
16948,64,4,433
16950,2,8,2605
16952,76,3,631
16954,14,11,3996
16955,3,4,790
16958,70,1,809
16960,25,5,1536
16961,23,2,560
16962,44,1,251
16964,368,2,207
16970,261,1,71
16972,17,2,786
16973,21,1,127
16974,157,2,365
16975,58,3,926
16977,30,4,496
16978,301,2,424
16979,18,3,1007
16980,63,1,394
16983,4,5,1778
16984,39,7,6273
16985,11,13,5459
16986,80,9,3015
16987,11,4,910
16988,14,1,256
16990,57,1,165
16991,56,1,1041
16992,22,8,3862
16993,98,2,1950
16996,17,3,666
16998,79,1,107
17000,31,2,406
17001,11,8,2651
17002,78,4,1077
17003,37,4,830
17004,27,2,1012
17005,105,2,742
17006,27,4,854
17007,72,1,230
17008,64,1,81
17009,186,1,242
17011,282,2,400
17012,360,1,384
17016,211,1,552
17017,0,13,5416
17018,22,4,1367
17019,3,8,2739
17020,177,2,935
17021,77,6,1182
17022,67,1,189
17023,52,3,800
17025,8,4,1152
17026,4,2,54
17027,81,3,436
17028,216,3,1593
17029,17,5,1421
17031,13,4,2393
17032,182,8,3004
17033,32,1,302
17034,44,2,538
17035,226,2,180
17036,18,1,176
17038,50,1,630
17039,239,1,1954
17040,185,1,13
17041,32,3,604
17043,10,4,881
17044,9,11,11013
17045,11,2,488
17046,79,4,1264
17047,66,3,1188
17048,72,4,1146
17049,10,10,4287
17050,10,5,1462
17051,81,3,467
17055,80,1,239
17056,373,1,128
17057,231,1,294
17059,4,5,2507
17062,0,4,669
17063,42,6,2177
17065,272,2,194
17066,361,1,228
17067,359,3,454
17068,3,27,4608
17069,8,6,3084
17070,45,1,133
17071,16,4,1372
17072,260,1,282
17074,197,1,203
17075,64,6,1407
17076,27,3,401
17077,213,1,306
17080,14,5,669
17081,30,4,674
17082,29,4,2728
17083,44,6,2644
17084,31,1,2253
17085,11,23,6324
17087,372,1,221
17089,21,1,128
17090,9,6,1105
17091,2,11,3983
17092,72,7,3817
17093,227,1,235
17094,58,1,100
17095,65,4,1248
17096,18,7,2737
17097,0,2,386
17098,16,3,591
17099,168,1,582
17101,29,3,885
17103,357,1,424
17104,58,1,474
17106,24,1,491
17107,32,4,5259
17108,298,1,174
17109,41,2,410
17110,155,2,347
17111,60,1,227
17112,137,1,205
17113,209,6,2322
17115,183,4,1923
17116,283,1,389
17121,37,1,314
17122,23,3,432
17123,74,2,631
17126,16,4,1065
17127,63,5,1155
17129,155,1,31
17132,87,2,1272
17133,109,5,9730
17134,77,1,212
17135,6,4,814
17136,297,1,231
17137,51,6,1133
17138,24,6,4036
17139,24,13,8915
17141,53,4,754
17142,39,3,704
17143,52,2,924
17145,147,4,3120
17146,70,10,5110
17147,87,5,1485
17149,86,1,143
17150,11,6,1375
17151,370,1,231
17152,60,1,327
17155,162,5,640
17156,126,1,591
17157,115,17,4832
17158,182,2,713
17159,112,2,560
17160,9,11,6691
17161,79,1,856
17163,80,2,406
17165,16,5,1635
17167,14,3,867
17168,133,1,400
17169,213,1,320
17170,9,2,178
17171,296,1,159
17172,65,2,638
17176,161,2,596
17177,140,1,119
17178,366,1,436
17179,17,3,795
17180,57,7,1460
17181,8,2,225
17182,57,2,321
17184,204,2,198
17185,226,3,229
17187,161,1,263
17188,81,6,2118
17189,195,3,573
17190,38,5,1298
17191,3,11,2740
17192,171,1,77
17193,21,2,610
17194,165,1,549
17195,290,1,562
17196,62,1,352
17198,0,2,521
17199,217,1,145
17200,22,4,356
17201,158,3,899
17202,55,1,160
17203,23,4,2012
17204,9,5,3940
17205,51,2,615
17207,287,1,303
17208,30,1,115
17209,284,3,611
17210,27,1,253
17211,4,6,1729
17212,93,2,567
17213,1,7,2401
17215,99,1,186
17216,189,1,65
17217,254,1,104
17218,3,9,2231
17219,51,1,144
17220,52,7,1283
17221,226,3,643
17222,112,5,1250
17223,3,2,446
17224,136,1,100
17225,216,1,131
17226,79,2,506
17227,3,7,1082
17228,2,7,1271
17230,198,10,6286
17231,24,15,4022
17233,83,2,369
17235,7,7,1354
17236,45,6,1013
17237,10,2,687
17238,6,17,4038
17239,22,3,806
17240,231,1,130
17241,20,12,2744
17242,91,3,1754
17243,4,44,12213
17244,18,4,871
17245,324,1,200
17246,181,2,38
17248,116,1,227
17249,63,1,68
17251,17,2,529
17254,36,1,198
17255,25,2,500
17256,116,3,258
17257,71,2,192
17258,31,2,417
17259,3,5,1285
17260,46,1,120
17261,144,1,230
17262,1,7,1504
17264,59,1,279
17266,134,2,207
17268,80,7,970
17269,20,1,537
17270,104,2,604
17271,371,1,210
17273,59,1,141
17274,30,1,465
17275,18,1,114
17276,37,1,508
17278,200,1,25
17280,73,1,118
17281,9,6,797
17282,91,2,636
17283,13,1,188
17284,24,2,1140
17285,263,2,428
17286,35,2,241
17287,2,16,3047
17288,25,4,1080
17289,11,6,1134
17290,16,6,976
17292,107,2,271
17293,29,8,1899
17294,304,2,467
17296,365,1,338
17298,9,3,459
17299,74,2,346
17300,25,2,393
17301,259,1,132
17304,169,1,111
17305,283,1,2135
17306,28,2,1151
17307,30,11,3999
17308,28,2,4511
17309,16,2,247
17310,22,2,1025
17311,27,4,2181
17314,28,9,2376
17315,10,5,3358
17316,55,1,124
17318,360,1,164
17319,304,1,29
17320,3,4,1695
17321,29,4,1040
17322,11,5,922
17323,42,5,644
17324,1,9,1311
17325,45,2,512
17326,43,2,321
17327,44,2,152
17328,308,1,104
17329,366,3,481
17330,179,2,59
17332,163,5,838
17334,41,1,328
17335,18,2,508
17336,107,1,81
17338,10,9,5498
17339,0,2,119
17340,1,8,10051
17341,1,3,1108
17342,14,4,1227
17343,11,5,1066
17344,363,1,307
17345,10,6,1066
17346,8,12,2646
17348,72,4,1316
17349,15,4,741
17350,29,3,619
17351,62,9,1401
17352,331,1,36
17353,126,2,1502
17354,63,3,1750
17355,21,1,285
17356,189,4,768
17358,11,3,500
17359,283,1,156
17360,20,3,645
17361,311,2,392
17362,35,5,711
17363,30,3,940
17364,11,17,7589
17365,21,7,3423
17366,67,2,1096
17368,10,6,913
17369,90,1,979
17371,258,3,238
17372,16,20,3034
17373,53,3,520
17374,30,1,231
17375,66,1,260
17376,39,2,250
17377,0,60,14218
17378,9,1,10
17380,69,3,645
17381,3,12,19726
17382,70,7,836
17383,88,1,110
17384,102,1,171
17386,20,1,126
17388,55,7,1432
17389,9,27,25391
17390,55,1,149
17392,85,1,168
17393,45,2,381
17395,143,1,97
17396,6,7,1476
17397,51,1,536
17400,216,3,2547
17401,176,1,114
17402,4,12,2462
17403,85,1,118
17404,44,8,15874
17406,1,11,2704
17407,46,1,552
17408,135,2,283
17409,56,8,7021
17411,21,2,646
17412,7,10,3159
17413,39,2,560
17414,58,4,1471
17416,28,15,10405
17417,183,1,164
17418,22,1,206
17419,2,8,2273
17420,8,4,485
17421,21,3,1059
17422,16,5,1615
17423,28,1,420
17426,87,7,3040
17428,3,18,14562
17429,31,2,832
17430,0,3,469
17432,20,7,1385
17433,20,1,266
17435,46,1,331
17436,43,3,317
17437,164,1,373
17438,79,4,1034
17439,290,1,325
17440,184,1,137
17441,367,1,293
17442,16,9,2371
17448,132,46,14556
17449,22,6,2430
17450,2,7,52422
17454,97,6,1030
17456,0,2,975
17457,14,9,4247
17458,16,1,213
17460,7,12,1605
17463,195,2,661
17464,157,2,710
17465,60,7,2542
17467,30,1,102
17468,10,1,57
17469,35,12,3180
17470,2,7,1679
17471,109,1,321
17472,263,1,224
17473,43,2,607
17474,234,1,1047
17476,30,2,489
17477,247,2,1144
17478,43,2,1272
17479,267,1,389
17480,79,1,390
17482,122,2,778
17483,49,1,177
17484,211,2,209
17487,363,1,160
17488,276,1,336
17490,23,2,658
17491,2,8,2422
17492,113,2,747
17493,20,1,100
17494,136,1,54
17495,25,1,309
17496,198,3,1141
17497,25,2,287
17499,196,1,718
17504,15,9,6568
17505,185,3,1289
17508,16,7,4191
17510,55,1,206
17511,2,31,84541
17512,87,8,2542
17513,43,2,645
17514,304,1,334
17515,29,5,978
17516,13,1,189
17518,60,2,329
17519,3,10,3265
17521,29,2,554
17524,73,2,394
17525,32,2,739
17526,0,9,2970
17529,245,2,1240
17530,0,3,756
17531,162,2,970
17532,20,1,65
17533,69,1,34
17534,86,4,1445
17536,55,2,288
17539,252,4,1226
17540,18,4,1011
17541,144,1,124
17542,276,2,170
17543,184,1,120
17544,25,3,960
17545,25,3,802
17547,10,2,727
17548,13,3,627
17550,32,6,2280
17552,7,10,2154
17553,107,3,2270
17555,60,3,574
17556,14,1,142
17557,367,1,34
17558,28,1,259
17559,147,1,167
17560,30,4,1040
17561,25,3,554
17563,213,2,392
17565,221,1,131
17567,7,2,1024
17568,268,1,382
17570,16,1,100
17571,177,1,205
17572,8,7,496
17575,302,1,171
17576,0,23,5434
17577,280,2,348
17578,109,6,903
17579,213,1,304
17580,11,2,329
17581,7,20,7712
17582,81,4,1275
17583,195,1,135
17584,102,4,4067
17585,80,3,960
17586,254,1,167
17587,263,1,181
17588,31,4,1699
17589,20,14,11645
17591,2,2,550
17592,373,1,148
17593,44,6,4168
17594,84,2,1504
17596,3,7,2092
17597,53,4,1439
17598,16,1,409
17599,112,1,52
17601,15,1,305
17602,107,8,2348
17603,252,3,1398
17604,57,4,636
17605,225,1,160
17606,372,1,87
17607,11,1,333
17608,84,2,305
17609,37,6,782
17610,175,5,1529
17611,56,13,4387
17612,14,12,3346
17615,22,3,403
17616,2,2,489
17617,193,1,395
17618,18,8,3101
17621,39,3,1795
17622,232,2,1130
17623,44,6,1856
17624,72,2,725
17625,81,4,4020
17626,237,1,254
17627,113,1,296
17629,23,2,641
17631,9,4,470
17633,14,3,732
17635,59,3,1265
17638,282,2,842
17639,22,5,506
17640,14,5,2547
17642,64,3,1112
17643,8,2,439
17644,29,9,3132
17646,0,10,3141
17647,304,2,198
17648,20,1,418
17649,104,2,710
17651,133,6,1758
17655,1,3,1013
17657,65,1,126
17659,7,3,835
17660,372,1,163
17662,296,2,412
17663,52,10,3372
17664,109,2,561
17665,128,1,563
17666,112,3,1319
17667,70,4,1895
17669,97,3,2735
17671,0,2,830
17672,52,5,2600
17673,10,7,2604
17674,3,1,300
17675,2,40,17885
17676,1,5,1378
17677,1,28,20329
17678,238,1,301
17679,156,5,1585
17680,18,2,313
17681,232,5,731
17682,3,6,1982
17683,20,3,819
17685,7,6,2751
17686,58,2,2557
17687,55,1,432
17688,28,1,304
17689,23,2,317
17690,1,8,2690
17691,3,3,489
17692,31,8,2234
17694,146,2,1412
17695,29,3,980
17696,17,19,5393
17699,111,2,442
17700,16,10,4145
17702,18,2,1319
17703,53,1,296
17705,90,2,260
17706,1,17,10245
17707,11,6,456
17708,37,2,620
17709,105,4,533
17710,58,1,293
17713,17,4,1198
17714,59,4,1257
17715,227,1,163
17716,31,13,10300
17717,56,1,376
17718,279,1,299
17720,2,7,1572
17721,294,1,307
17722,1,2,2006
17723,10,1,102
17726,30,7,1092
17728,39,2,1362
17729,231,1,438
17730,17,7,2475
17731,256,2,468
17732,7,8,2166
17734,160,3,741
17735,2,8,4134
17738,30,9,2304
17739,9,11,4939
17740,24,6,426
17741,41,2,101
17742,63,9,1743
17743,83,1,229
17744,15,1,326
17745,112,2,600
17746,106,3,793
17748,162,1,358
17749,181,1,351
17751,56,1,157
17753,99,4,390
17754,9,8,2805
17756,10,3,733
17757,3,28,3817
17758,62,4,1555
17759,28,2,441
17760,8,5,631
17762,91,1,129
17763,288,3,71
17764,37,3,804
17765,83,1,158
17766,16,2,299
17767,45,1,141
17768,22,4,1236
17769,18,7,3105
17771,71,2,141
17772,27,1,202
17773,149,2,585
17774,32,5,2102
17776,21,2,338
17778,296,1,197
17780,302,3,352
17782,17,2,679
17783,147,1,96
17784,185,1,112
17785,80,2,271
17787,6,1,736
17789,296,1,171
17790,13,6,818
17792,102,2,370
17794,321,2,147
17796,4,4,664
17797,30,5,1205
17798,216,1,183
17799,24,10,3285
17801,86,3,798
17802,7,8,3768
17803,27,1,184
17804,11,3,385
17805,245,1,414
17807,30,3,437
17808,183,4,262
17809,6,11,5925
17810,303,2,374
17811,9,8,1772
17812,3,4,433
17814,10,2,1617
17815,28,1,591
17816,0,3,75
17817,13,3,420
17818,372,1,130
17819,6,6,2907
17820,9,1,183
17821,41,1,334
17822,55,5,2188
17823,56,2,494
17825,233,4,731
17826,9,1,134
17827,256,1,392
17829,44,4,3867
17833,358,1,342
17834,49,2,730
17838,0,10,3943
17840,78,1,185
17841,0,91,29892
17842,237,1,430
17843,46,1,120
17845,190,4,598
17847,150,2,129
17848,52,21,2749
17849,115,4,457
17850,7,155,51208
17851,57,6,1563
17852,23,3,548
17853,42,3,1608
17854,97,4,760
17855,7,1,208
17857,0,2,1803
17858,4,19,7641
17860,3,4,762
17861,20,10,3026
17862,20,3,948
17863,4,7,2585
17864,20,2,326
17865,10,26,15848
17866,119,2,805
17867,45,9,424
17868,21,1,234
17869,3,3,607
17870,1,2,1213
17871,32,4,963
17872,16,1,235
17873,8,14,4656
17875,323,1,167
17876,34,3,3424
17878,30,2,1032
17880,274,2,366
17882,14,2,313
17883,174,3,324
17884,3,18,2355
17886,72,3,708
17888,9,17,1094
17889,9,5,571
17894,1,11,1333
17897,2,8,2018
17898,87,2,147
17901,156,2,149
17902,181,1,216
17903,29,1,381
17905,8,10,1583
17907,275,1,291
17908,8,5,1168
17909,372,1,132
17910,361,1,261
17912,10,1,64
17913,35,12,3068
17915,186,1,242
17916,263,2,43
17918,135,3,396
17919,73,1,536
17920,3,39,20312
17921,14,6,1596
17922,178,1,170
17923,162,2,289
17924,8,2,574
17925,7,1,244
17926,79,3,638
17927,356,1,294
17928,206,1,128
17929,22,8,2239
17930,28,8,2534
17931,32,12,3028
17933,267,1,114
17934,41,1,344
17935,35,5,540
17938,55,1,144
17940,80,6,26286
17941,225,3,1128
17944,58,1,75
17945,331,3,360
17949,6,74,60117
17950,0,6,950
17951,8,2,627
17952,13,4,819
17953,175,1,160
17954,2,9,1633
17955,290,2,392
17958,363,1,465
17959,227,1,140
17960,157,2,61
17961,7,62,1699
17962,184,3,584
17963,106,4,651
17964,7,1,261
17965,0,17,4618
17966,226,5,875
17967,6,2,234
17968,8,4,610
17969,137,18,2141
17971,183,1,161
17974,16,3,1117
17975,1,12,2540
17976,7,1,353
17977,35,1,1277
17978,0,4,1160
17980,28,1,221
17981,45,1,239
17982,315,1,138
17983,30,1,171
17984,27,4,1038
17987,11,4,805
17988,122,7,288
17989,14,1,228
17990,15,3,896
17991,226,1,227
17992,24,1,254
17993,252,1,235
17994,23,7,1634
17995,17,2,419
17996,14,3,482
17998,15,3,639
17999,1,2,348
18000,199,1,124
18001,84,4,536
18002,10,4,249
18003,11,1,358
18006,16,3,553
18007,27,1,220
18008,50,14,17670
18009,177,7,1898
18011,8,2,424
18012,358,1,115
18016,45,2,476
18017,66,1,165
18018,34,2,175
18020,178,1,190
18021,144,2,227
18022,20,4,983
18025,14,6,1177
18026,135,2,2074
18028,218,1,192
18029,277,1,433
18031,13,1,462
18034,10,1,370
18035,20,2,546
18036,20,8,1158
18037,56,9,97
18038,191,1,149
18039,9,4,579
18041,0,20,4568
18042,176,1,116
18043,1,1,316
18044,22,8,1417
18046,284,1,189
18047,16,2,342
18048,128,1,229
18049,72,2,556
18050,28,1,337
18051,269,7,2282
18052,199,1,10877
18053,160,2,271
18054,27,1,176
18055,2,6,4411
18056,253,1,190
18057,28,3,1203
18058,176,2,603
18060,43,2,1185
18061,1,19,4369
18062,21,3,912
18063,25,2,186
18064,81,9,3681
18065,23,15,3473
18066,21,2,1122
18069,18,6,2503
18070,304,1,314
18071,0,5,975
18074,8,2,1019
18075,9,10,3171
18076,15,1,151
18077,1,8,1705
18078,60,2,508
18079,126,1,590
18083,32,1,470
18084,18,2,722
18085,8,3,955
18087,14,15,10705
18089,81,1,428
18090,56,1,349
18091,228,1,360
18092,0,8,7111
18093,79,4,2346
18094,81,6,3374
18095,62,3,1723
18096,77,3,894
18097,20,5,1965
18098,31,1,550
18100,185,1,451
18101,9,3,405
18102,0,89,349164
18103,184,1,105
18106,111,5,1030
18107,77,1,167
18108,231,2,577
18109,4,13,1840
18110,46,1,199
18111,224,1,405
18112,53,2,423
18113,3,1,76
18115,332,1,9
18116,11,5,736
18118,4,4,1079
18119,2,1,181
18123,148,1,95
18124,107,1,111
18127,38,1,212
18128,172,1,420
18131,266,1,222
18132,139,1,226
18134,233,2,445
18135,27,5,567
18136,44,2,847
18137,186,2,145
18140,108,1,536
18141,36,2,882
18144,8,8,2169
18145,17,7,2756
18148,281,1,114
18149,39,4,1012
18151,55,4,1226
18152,281,1,426
18153,294,1,246
18154,23,3,533
18156,4,1,206
18157,206,1,215
18160,21,1,365
18161,14,1,184
18162,367,1,379
18163,219,1,728
18166,258,1,175
18168,7,11,2600
18170,9,6,1897
18171,105,4,1206
18172,22,32,9918
18173,247,1,589
18174,238,1,58
18175,310,1,176
18177,195,3,875
18178,37,7,4512
18179,157,2,754
18181,35,4,823
18182,98,1,291
18186,357,1,329
18187,266,1,724
18188,65,3,1279
18189,260,1,313
18190,238,3,461
18191,112,1,321
18193,15,2,963
18194,73,5,3188
18195,22,1,101
18196,106,2,775
18197,210,1,230
18199,318,1,344
18201,357,1,447
18203,16,3,344
18206,188,1,314
18207,134,1,544
18208,200,1,360
18210,17,1,147
18212,312,1,298
18214,165,4,1780
18215,72,4,1948
18217,148,2,323
18218,231,2,479
18219,3,8,1493
18220,29,5,1616
18221,25,1,383
18223,22,12,7516
18225,0,15,7545
18226,13,15,6650
18227,119,1,295
18229,1,10,3526
18230,13,2,1480
18231,41,23,4797
18234,186,1,179
18236,23,6,913
18238,150,1,270
18239,7,2,588
18241,50,4,913
18242,80,4,1372
18243,49,1,515
18244,65,2,568
18245,14,13,3757
18246,244,1,162
18247,49,3,839
18251,80,8,21964
18252,183,5,1015
18253,277,1,317
18254,216,1,267
18255,91,1,199
18256,22,1,110
18257,81,4,2262
18258,99,6,2059
18259,1,5,1979
18260,9,17,7318
18262,28,2,428
18264,133,1,603
18266,69,1,251
18267,307,1,269
18268,226,5,1464
18269,1,1,168
18270,67,1,161
18271,244,2,680
18272,183,3,1307
18273,225,1,153
18275,213,2,741
18276,27,5,1320
18277,32,4,1069
18278,39,1,240
18279,154,1,231
18280,29,1,307
18281,212,1,120
18283,17,6,641
18284,66,1,461
18285,295,1,427
18286,111,2,1296
18287,17,4,2345
